,triplet_id,correct_avg,correct_id,delta,Accuracy Avg. Model,id_lo,id_mid,id_hi,prop_max,n_per_triplet,is_improvement,prop_max_rounded
211,212,0.625,0.75,0.125,6,123,554,1393,0.6666666666666666,18,1,0.7
212,213,0.6666666666666666,0.3333333333333333,-0.3333333333333333,6,1236,1471,1755,0.5,14,0,0.5
213,214,0.625,0.875,0.25,6,123,628,904,0.5625,16,1,0.6
214,215,0.6666666666666666,0.8333333333333334,0.16666666666666674,6,1239,1727,1828,0.4705882352941176,17,1,0.5
215,216,0.36633663366336633,0.6831683168316832,0.3168316831683169,3,1241,1297,1694,0.5818181818181818,110,1,0.6
216,217,0.8571428571428571,0.8571428571428571,0.0,8,124,137,1564,0.8,15,1,0.8
217,218,0.6153846153846154,0.5576923076923077,-0.05769230769230771,6,1242,1376,1812,0.6160714285714286,112,0,0.6
218,219,0.5,0.375,-0.125,4,1242,1462,1796,0.4615384615384615,13,0,0.5
219,220,0.31958762886597936,0.5154639175257731,0.19587628865979378,3,1243,1631,1709,0.3684210526315789,114,1,0.4
220,221,0.7551020408163265,0.7959183673469388,0.04081632653061229,7,124,374,1486,0.7428571428571429,105,1,0.7
221,222,0.6,0.8,0.20000000000000007,5,1245,1349,1616,0.4615384615384615,13,1,0.5
222,223,0.9528301886792453,0.9528301886792453,0.0,9,1246,1345,1714,0.956896551724138,116,1,1.0
223,224,1.0,1.0,0.0,9,1247,1319,1320,0.9375,16,1,0.9
224,225,0.8,0.8,0.0,7,125,167,1496,0.875,16,1,0.9
225,226,0.7346938775510204,0.7959183673469388,0.061224489795918324,7,125,426,633,0.6782608695652174,115,1,0.7
226,227,1.0,1.0,0.0,9,125,674,1574,0.7333333333333333,15,1,0.7
227,228,0.4,0.4,0.0,3,125,854,1381,0.4,15,1,0.4
228,229,0.5555555555555556,0.2222222222222222,-0.33333333333333337,5,125,859,1265,0.5,18,0,0.5
229,230,0.2696629213483146,0.6741573033707865,0.4044943820224719,2,1259,1466,1823,0.5963302752293578,109,1,0.6
230,231,1.0,1.0,0.0,9,125,937,1831,1.0,12,1,1.0
231,232,1.0,1.0,0.0,9,1261,1386,1584,0.8947368421052632,19,1,0.9
232,233,0.8571428571428571,0.7142857142857143,-0.1428571428571428,8,126,212,1546,0.6470588235294118,17,0,0.6
233,234,0.3977272727272727,0.6477272727272727,0.25,3,1262,1479,1608,0.5192307692307693,104,1,0.5
234,235,0.7142857142857143,0.8571428571428571,0.1428571428571428,7,126,465,1031,0.4615384615384615,13,1,0.5
235,236,0.6354166666666666,0.65625,0.02083333333333337,6,126,588,953,0.6578947368421053,114,1,0.7
236,237,0.8571428571428571,0.8571428571428571,0.0,8,1271,1386,1388,0.75,16,1,0.8
237,238,0.5714285714285714,0.7142857142857143,0.1428571428571429,5,1271,1405,1510,0.3529411764705882,17,1,0.4
238,239,0.6509433962264151,0.6509433962264151,0.0,6,127,1420,1426,0.6581196581196581,117,1,0.7
239,240,0.9494949494949495,0.9090909090909091,-0.04040404040404044,9,127,1802,1839,0.9444444444444444,108,0,0.9
240,241,0.717391304347826,0.7608695652173914,0.0434782608695653,7,127,208,1003,0.7047619047619048,105,1,0.7
241,242,0.5714285714285714,0.2857142857142857,-0.2857142857142857,5,1272,1634,1748,0.5263157894736842,19,0,0.5
242,243,0.5714285714285714,0.5714285714285714,0.0,5,1275,1336,1800,0.5,14,1,0.5
243,244,0.5,0.8333333333333334,0.33333333333333337,4,1276,1429,1813,0.65,20,1,0.6
244,245,0.42857142857142855,0.5714285714285714,0.14285714285714285,4,127,733,1106,0.6875,16,1,0.7
245,246,0.6666666666666666,0.6666666666666666,0.0,6,127,816,1179,0.5833333333333334,12,1,0.6
246,247,0.0967741935483871,0.8387096774193549,0.7419354838709677,0,1280,1410,1757,0.8380952380952381,105,1,0.8
247,248,0.7523809523809524,0.7714285714285715,0.01904761904761909,7,1281,1512,1784,0.7565217391304347,115,1,0.8
248,249,0.9782608695652174,0.9782608695652174,0.0,9,128,136,1026,0.9622641509433962,106,1,1.0
249,250,0.99,0.99,0.0,9,1284,1370,1575,0.990909090909091,110,1,1.0
250,251,0.9278350515463918,0.9381443298969072,0.010309278350515427,9,1286,1417,1633,0.9380530973451328,113,1,0.9
251,252,0.42857142857142855,0.7142857142857143,0.28571428571428575,4,129,1180,1575,0.5333333333333333,15,1,0.5
252,253,0.75,0.875,0.125,7,129,1765,1800,0.7857142857142857,14,1,0.8
253,254,0.75,0.625,-0.125,7,129,201,623,0.7333333333333333,15,0,0.7
254,255,0.5686274509803921,0.7450980392156863,0.17647058823529416,5,129,316,1407,0.5929203539823009,113,1,0.6
255,256,0.7777777777777778,0.5555555555555556,-0.2222222222222222,7,1295,1438,1584,0.7058823529411765,17,0,0.7
256,257,0.9528301886792453,0.9528301886792453,0.0,9,12,992,1656,0.9375,112,1,0.9
257,258,0.75,0.5,-0.25,7,130,1065,1254,0.4285714285714285,14,0,0.4
258,259,0.5,0.75,0.25,4,1301,1378,1507,0.4117647058823529,17,1,0.4
259,260,0.9223300970873787,0.9223300970873787,0.0,9,130,255,817,0.9298245614035088,114,1,0.9
